"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"NHQ[200]",0.0830833642933866,0.0850121910100541,0.0424937831582552,9.69736903663273e-05,0.163702405732123
"NHQ[201]",0.0808062071026585,0.0827612084203274,0.0423348143499054,0.0002700258825513,0.160063471575443
"NHQ[202]",0.106116564746768,0.10544294829585,0.0467857905806127,0.00408592084605882,0.202541032664881
"NHQ[203]",0.086043616323744,0.0855875445292241,0.059147967730255,5.5216081081401e-21,0.206532612428453
"NHQ[204]",0.107678375998054,0.103895405478131,0.0469793183482835,0.0207165963977799,0.20630216549575
"NHQ[205]",0.110969246229793,0.108389200300155,0.0469599441118787,0.0181519233202293,0.210695620187896
"NHQ[206]",0.0909043785987594,0.0902206918570975,0.0325268168763562,0.0257061960294838,0.156460309628198
"NHQ[207]",0.10000883809286,0.0980617362921299,0.0285517149197475,0.0500910796286946,0.161487776984826
"NHQ[208]",0.108679332496507,0.107289736492219,0.0288169844604164,0.0572571412938809,0.16923088186806
"NHQ[209]",0.117845325897411,0.115612650730584,0.0360353967596845,0.0533358943080016,0.194243845496453
"NHQ[210]",0.089734313171802,0.0800410259050445,0.0570222249824546,0.00785803973382044,0.221194110542551
"NHQ[211]",0.109686453836836,0.105009109895097,0.0445893649354184,0.0360746323008925,0.209721851031385
"NHQ[212]",0.0729665684415861,0.0626097965562249,0.0524161096594345,0.00423309013335304,0.19974147975524
"NHQ[213]",0.102147765858589,0.10054491207791,0.0520130881752325,0.00180569944074034,0.209982232275426
"NHQ[214]",0.075171010568351,0.069113956263731,0.043084751499373,0.00881420145242612,0.17230989825225
"NHQ[215]",0.0559858277814957,0.0499268334639907,0.0486574588068467,6.4603745326334e-11,0.163685785252124
"NHQ[216]",0.0609129567969082,0.0582684758334621,0.0418357016957519,4.94493747027452e-05,0.149256982885087
"NHQ[217]",0.0826039560851499,0.0819139830989485,0.0392807906452701,0.00384880954830461,0.163428989064903
"NHQ[218]",0.0623480855556348,0.0616645657237998,0.0361609583700175,1.12383044576576e-06,0.134812019161356
"NHQ[219]",0.0538646546204202,0.0406789201352963,0.0505341589222776,2.64194921892491e-12,0.185538041175175
"NHQ[220]",0.0591680153336704,0.0639309933985738,0.0437259169792074,5.41337923116016e-64,0.141209684523328
"NHQ[221]",0.0628094030702257,0.0509376346387156,0.0497026107351599,0.00031309404570227,0.187950199052224
"NHQ[222]",0.0571366943446744,0.0587381975925422,0.0395940963271587,9.9215815563606e-64,0.133444129305763
"NHQ[223]",0.0731924509127223,0.0726474526588331,0.0396186176092158,1.00376835005271e-18,0.152000650540212
"NHQ[224]",0.0812718813370995,0.083176462257229,0.0348633306327602,3.54364923881733e-08,0.144477753739536
"NHQ[225]",0.0967298749773992,0.0956727801549761,0.0237794798710826,0.0541330989009357,0.147400444314621
"NHQ[226]",0.0935613049897926,0.0922684914379244,0.0236473688654728,0.0514961715386845,0.143546260118393
"NHQ[227]",0.0913570246950461,0.0894143313236938,0.0318920852131209,0.0339343016879775,0.158732927121247
"NHQ[228]",0.102446178529025,0.100601054070233,0.0347843642059669,0.0411866598499521,0.175670690259319
"NHQ[229]",0.114600296277499,0.112108016758282,0.0381160025966849,0.0461132872882988,0.195402596642184
"NHQ[230]",0.115380840170281,0.113903589919952,0.0371763273154125,0.0467325622646486,0.194870579912639
"NHQ[231]",0.120104746198272,0.11852110325294,0.0371394242494443,0.0529484961640434,0.197397005155099
"NHQ[232]",0.106903941446818,0.103870381780364,0.0360816424987217,0.0455987888024842,0.183931566232333
"NHQ[233]",0.107595319420014,0.104160783079626,0.0428996951699703,0.0345768860544713,0.203794332934189
"NHQ[234]",0.141899694513466,0.138818593612859,0.0540190311485997,0.046098551935813,0.255145280400015
"NHQ[235]",0.136219166269098,0.128172563529481,0.0591555501125982,0.0411326555822881,0.265907645270467
"NHQ[236]",0.166926227923985,0.166157394901813,0.0541351108303165,0.0668895098665355,0.27561780930932
"NHQ[237]",0.158606112958212,0.156203719576876,0.0553029682081519,0.0595212894321315,0.269964890396273
"NHQ[238]",0.147421439835457,0.145641237237005,0.0586582362028357,0.0411740185279881,0.265437211985655
"NHQ[239]",0.0280427883710527,0.0282699277084423,0.0116254143032034,0.00389169672518868,0.0506412530043356
